player_id,player_name,player_display_name,position_group,headshot_url,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr,opponent,last_year_ppr_points,rolling_ppr,depth_position,def_points_against,total,moneyline,team,team_doubtful,team_out,team_questionable,injured,fp_proj,position_QB,position_RB,position_TE,position_WR
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022.0,1.0,REG,28.529411764705884,42.294117647058826,312.70588235294116,2.5294117647058822,0.7058823529411765,1.2941176470588236,8.470588235294118,0.17647058823529413,0.11764705882352941,342.4117647058824,149.05882352941177,15.823529411764707,8.57146374772897,0.0,0.9371808715425495,0.14473175832836196,1.6470588235294117,4.764705882352941,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.8235294117647058,0.2264987381830463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.38,10.38,DAL,0.0,0.0,1.0,0.0,49.5,-133.0,TB,0.0,1.0,2.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022.0,2.0,REG,18.0,27.0,212.0,1.0,1.0,2.0,17.0,0.0,0.0,305.0,87.0,9.0,1.0508536100387573,0.0,0.6950819492340088,0.0756322592496872,2.0,-1.0,0.0,0.0,0.0,0.0,-1.4371675252914429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,9.4,NO,374.74,10.380000114440918,1.0,19.8,44.0,-138.0,TB,2.0,1.0,6.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022.0,3.0,REG,18.0,30.5,201.0,1.0,0.5,1.5,9.5,0.0,0.0,311.5,84.0,8.5,1.7397802472114563,0.0,0.6462831199169159,0.027452435344457626,2.5,-1.5,0.0,0.5,0.5,0.0,-4.276287257671356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.74,14.74,GB,374.74,9.889999866485596,1.0,13.94,41.5,-123.0,TB,2.0,2.0,4.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022.0,4.0,REG,22.333333333333332,34.333333333333336,224.33333333333334,1.0,0.3333333333333333,2.0,13.0,0.0,0.0,286.3333333333333,97.33333333333333,10.666666666666666,1.5187699397404988,0.0,0.8136237661043803,0.046955871085325875,2.0,-1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,-2.8508581717809043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,25.4,KC,374.74,11.506666501363119,1.0,20.613333333333333,46.5,-125.0,TB,1.0,1.0,4.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022.0,5.0,REG,29.333333333333332,42.666666666666664,282.0,1.6666666666666667,0.0,1.6666666666666667,11.333333333333334,0.3333333333333333,0.3333333333333333,293.3333333333333,136.66666666666666,15.333333333333334,4.338930209477742,0.0,0.9755903283754984,0.07296994576851527,1.3333333333333333,-1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,-3.5577034950256348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.74,19.74,ATL,374.74,16.513333002726238,1.0,17.580000000000002,46.0,-430.0,TB,0.0,3.0,3.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022.0,6.0,REG,35.0,48.666666666666664,335.6666666666667,1.6666666666666667,0.0,1.3333333333333333,10.666666666666666,0.3333333333333333,0.3333333333333333,306.0,169.0,18.333333333333332,7.8592244784037275,0.3333333333333333,1.1050805846850078,0.13329153756300607,1.3333333333333333,-1.3333333333333333,0.0,0.0,0.0,0.0,-1.6680182218551636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.72,13.72,PIT,374.74,19.959999720255535,1.0,23.986666666666668,47.0,-386.0,TB,1.0,3.0,2.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022.0,7.0,REG,33.0,48.0,326.3333333333333,1.6666666666666667,0.0,1.0,8.666666666666666,0.6666666666666666,0.3333333333333333,328.0,156.66666666666666,17.0,10.406905174255371,0.3333333333333333,0.990524152914683,0.14367817342281342,1.3333333333333333,-1.0,0.0,0.0,0.0,0.0,-2.2272029519081116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,11.7,CAR,374.74,19.619999885559082,1.0,17.540000000000003,39.5,-680.0,TB,0.0,4.0,3.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022.0,8.0,REG,30.666666666666668,47.0,294.6666666666667,0.6666666666666666,0.0,1.0,9.333333333333334,0.3333333333333333,0.0,317.6666666666667,133.0,14.0,6.444616238276164,0.3333333333333333,0.9245472153027853,0.1007027979940176,1.6666666666666667,-0.6666666666666666,0.0,0.0,0.0,0.0,-1.6746626893679302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,17.1,BAL,374.74,15.053333282470703,1.0,13.64,46.0,-128.0,TB,0.0,6.0,2.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022.0,9.0,REG,27.666666666666668,44.333333333333336,286.0,0.6666666666666666,0.0,2.0,16.0,0.3333333333333333,0.0,295.0,132.66666666666666,12.666666666666666,3.742357015609741,0.0,0.9720529317855835,0.07271104864776134,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,-0.9010427594184875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,15.2,LA,374.74,14.173333485921225,1.0,6.786666666666666,43.0,-158.0,TB,0.0,4.0,3.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022.0,10.0,REG,31.333333333333332,50.333333333333336,298.3333333333333,0.6666666666666666,0.0,1.6666666666666667,14.0,0.0,0.0,284.6666666666667,146.0,14.0,-0.7919209003448486,0.0,1.0482444365819295,0.03384475798035661,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,-0.7923794090747833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094636016,0.0,16.02,16.02,SEA,374.74,14.666666666666666,1.0,15.386666666666663,45.0,-138.0,TB,0.0,3.0,1.0,0.0,0.0,1,0,0,0
