player_id,player_name,player_display_name,position_group,headshot_url,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr,opponent,last_year_ppr_points,rolling_ppr,depth_position,def_points_against,total,moneyline,team,team_doubtful,team_out,team_questionable,injured,fp_proj,position_QB,position_RB,position_TE,position_WR
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2021.0,1.0,REG,25.0625,38.125,289.5625,2.5,0.75,1.3125,8.9375,0.0625,0.0,345.5625,113.125,14.5625,8.331635887996535,0.0,0.842876544691082,0.17902188512372935,1.875,0.375,0.1875,0.1875,0.0625,0.375,-1.1366282402667185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.16,27.16,DAL,0.0,0.0,1.0,0.0,52.5,-425.0,TB,0.0,1.0,0.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2021.0,2.0,REG,32.0,50.0,379.0,4.0,2.0,0.0,-0.0,0.0,0.0,446.0,176.0,22.0,14.006987571716309,0.0,0.8497757911682129,0.16844913363456726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.64,29.64,ATL,337.92,27.15999984741211,1.0,28.76,52.0,-772.0,TB,0.0,0.0,1.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2021.0,3.0,REG,28.0,43.0,327.5,4.5,1.0,1.5,8.5,0.5,0.5,396.5,132.0,18.0,7.9306758642196655,0.0,0.8225824236869812,0.14342637732625008,0.5,3.0,0.0,0.0,0.0,0.5,1.2840403318405151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.68,28.68,LA,337.92,28.399999618530273,1.0,14.41,55.0,-106.0,TB,0.0,2.0,0.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2021.0,4.0,REG,32.333333333333336,47.0,362.3333333333333,3.3333333333333335,0.6666666666666666,2.0,12.666666666666666,0.6666666666666666,0.3333333333333333,391.6666666666667,167.33333333333334,20.0,9.674884716669718,0.0,0.925351619720459,0.14157450447479883,1.3333333333333333,6.666666666666667,0.3333333333333333,0.0,0.0,0.6666666666666666,0.9234838783740997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.06,11.06,NE,337.92,28.49333318074544,1.0,13.866666666666664,49.5,-255.0,TB,1.0,2.0,2.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2021.0,5.0,REG,29.0,44.666666666666664,325.6666666666667,2.0,0.0,2.3333333333333335,15.333333333333334,0.6666666666666666,0.3333333333333333,396.0,145.0,16.666666666666668,5.754291375478108,0.0,0.8374452392260233,0.09046987351030111,2.6666666666666665,7.666666666666667,0.3333333333333333,0.0,0.0,1.0,1.1696754892667134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.74,37.74,MIA,337.92,23.12666670481364,1.0,18.540000000000003,48.0,-564.0,TB,0.0,3.0,3.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2021.0,6.0,REG,31.0,46.333333333333336,370.6666666666667,2.0,0.0,2.0,14.666666666666666,0.3333333333333333,0.0,420.6666666666667,190.66666666666666,20.0,14.577367703119913,0.0,0.8977312246958414,0.16746957506984472,2.6666666666666665,10.0,0.3333333333333333,0.0,0.0,1.0,1.0301256974538167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.98,17.98,PHI,337.92,25.826667467753094,1.0,19.306666666666665,53.0,-274.0,TB,0.0,3.0,3.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2021.0,7.0,REG,28.666666666666668,42.0,325.6666666666667,2.3333333333333335,0.3333333333333333,1.0,7.666666666666667,0.0,0.0,387.6666666666667,175.0,17.666666666666668,14.688190380732218,0.0,0.8705912033716837,0.20214253074179092,3.0,5.666666666666667,0.0,0.0,0.0,1.0,-0.3874274690945943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.44,24.44,CHI,337.92,22.260000546773274,1.0,15.966666666666669,47.0,-644.0,TB,0.0,4.0,2.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2021.0,8.0,REG,28.0,39.666666666666664,306.3333333333333,3.6666666666666665,0.3333333333333333,0.6666666666666666,5.0,0.0,0.0,328.3333333333333,163.66666666666666,17.666666666666668,17.02731768290202,0.0,0.9255355397860209,0.23175075153509775,1.6666666666666667,4.666666666666667,0.0,0.0,0.0,0.6666666666666666,-1.412170559167862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,25.2,NO,337.92,26.720000584920246,1.0,7.266666666666667,48.5,-188.0,TB,0.0,1.0,5.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2021.0,10.0,REG,27.333333333333332,39.333333333333336,294.3333333333333,3.3333333333333335,1.0,1.0,8.333333333333334,0.3333333333333333,0.3333333333333333,301.3333333333333,157.0,14.0,7.9070166150728864,0.0,0.9677669207255045,0.14568891376256943,1.6666666666666667,1.0,0.0,0.0,0.0,0.6666666666666666,-1.5942103862762451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,WAS,337.92,22.540000279744465,1.0,12.426666666666668,51.0,-435.0,TB,0.0,3.0,3.0,0.0,0.0,1,0,0,0
00-0019596,T.Brady,Tom Brady,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7fj5fjblf6pdgjdtphr",TB,2021.0,11.0,REG,23.666666666666668,36.666666666666664,268.6666666666667,3.3333333333333335,1.3333333333333333,1.0,8.333333333333334,0.3333333333333333,0.3333333333333333,276.3333333333333,131.0,11.0,2.4438475966453552,0.0,0.9705077012379965,0.0740870578835408,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.269741177558899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.28,19.28,NYG,337.92,20.880000432332356,1.0,8.313333333333333,49.5,-527.0,TB,1.0,1.0,3.0,0.0,0.0,1,0,0,0
